SEASON_ID,SEASON,STAGE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21996,1996-97 Season,Regular Season,29600758,1610612741,CHI,Chicago,0.581,0.33799999999999997,0.17800000000000002,0.275,0.526,0.33299999999999996,0.15,0.341
21996,1996-97 Season,Regular Season,29600746,1610612764,WAS,Washington,0.48200000000000004,0.084,0.132,0.311,0.542,0.479,0.084,0.27899999999999997
21996,1996-97 Season,Regular Season,29600746,1610612765,DET,Detroit,0.542,0.479,0.084,0.233,0.48200000000000004,0.084,0.132,0.35600000000000004
21996,1996-97 Season,Regular Season,29600730,1610612764,WAS,Washington,0.514,0.389,0.10400000000000001,0.171,0.488,0.259,0.08,0.22399999999999998
21996,1996-97 Season,Regular Season,29600730,1610612749,MIL,Milwaukee,0.488,0.259,0.08,0.204,0.514,0.389,0.10400000000000001,0.195
21996,1996-97 Season,Regular Season,29600716,1610612764,WAS,Washington,0.444,0.21,0.18899999999999997,0.22399999999999998,0.489,0.35200000000000004,0.146,0.442
21996,1996-97 Season,Regular Season,29600716,1610612751,NJN,New Jersey,0.489,0.35200000000000004,0.146,0.385,0.444,0.21,0.18899999999999997,0.245
21996,1996-97 Season,Regular Season,29600707,1610612764,WAS,Washington,0.555,0.49700000000000005,0.16,0.28,0.54,0.49700000000000005,0.16699999999999998,0.192
21996,1996-97 Season,Regular Season,29600707,1610612751,NJN,New Jersey,0.542,0.5,0.17,0.132,0.555,0.488,0.154,0.419
21996,1996-97 Season,Regular Season,29600671,1610612764,WAS,Washington,0.505,0.196,0.16399999999999998,0.24100000000000002,0.506,0.259,0.171,0.33299999999999996
21996,1996-97 Season,Regular Season,29600671,1610612743,DEN,Denver,0.506,0.259,0.171,0.267,0.505,0.196,0.16399999999999998,0.33299999999999996
21996,1996-97 Season,Regular Season,29600658,1610612764,WAS,Washington,0.428,0.337,0.183,0.273,0.596,0.5589999999999999,0.198,0.33299999999999996
21996,1996-97 Season,Regular Season,29600658,1610612762,UTA,Utah,0.596,0.5589999999999999,0.198,0.242,0.428,0.337,0.183,0.327
21996,1996-97 Season,Regular Season,29600654,1610612764,WAS,Washington,0.478,0.217,0.135,0.2,0.555,0.396,0.131,0.391
21996,1996-97 Season,Regular Season,29600654,1610612747,LAL,Los Angeles,0.555,0.396,0.131,0.304,0.478,0.217,0.135,0.218
21996,1996-97 Season,Regular Season,29600637,1610612764,WAS,Washington,0.46799999999999997,0.34600000000000003,0.21100000000000002,0.306,0.465,0.294,0.147,0.38
21996,1996-97 Season,Regular Season,29600637,1610612760,SEA,Seattle,0.465,0.294,0.147,0.3,0.46799999999999997,0.34600000000000003,0.21100000000000002,0.38799999999999996
21996,1996-97 Season,Regular Season,29600591,1610612764,WAS,Washington,0.524,0.4,0.13,0.28300000000000003,0.5,0.198,0.16699999999999998,0.392
21996,1996-97 Season,Regular Season,29600591,1610612758,SAC,Sacramento,0.5,0.198,0.16699999999999998,0.275,0.524,0.4,0.13,0.391
21996,1996-97 Season,Regular Season,29600586,1610612764,WAS,Washington,0.505,0.115,0.07200000000000001,0.21600000000000003,0.5670000000000001,0.18,0.115,0.304
21996,1996-97 Season,Regular Season,29600586,1610612737,ATL,Atlanta,0.5670000000000001,0.18,0.115,0.239,0.505,0.115,0.07200000000000001,0.275
21996,1996-97 Season,Regular Season,29600539,1610612764,WAS,Washington,0.5539999999999999,0.313,0.214,0.23800000000000002,0.5,0.231,0.14300000000000002,0.22399999999999998
21996,1996-97 Season,Regular Season,29600539,1610612738,BOS,Boston,0.5,0.231,0.14300000000000002,0.204,0.5539999999999999,0.313,0.214,0.262
21996,1996-97 Season,Regular Season,29600510,1610612764,WAS,Washington,0.607,0.24,0.17600000000000002,0.242,0.47700000000000004,0.318,0.11,0.41200000000000003
21996,1996-97 Season,Regular Season,29600510,1610612741,CHI,Chicago,0.47700000000000004,0.318,0.11,0.373,0.607,0.24,0.17600000000000002,0.273
21996,1996-97 Season,Regular Season,29600492,1610612764,WAS,Washington,0.581,0.21600000000000003,0.21100000000000002,0.28600000000000003,0.45299999999999996,0.32,0.201,0.36
21996,1996-97 Season,Regular Season,29600492,1610612739,CLE,Cleveland,0.45299999999999996,0.32,0.201,0.28,0.581,0.21600000000000003,0.21100000000000002,0.34299999999999997
21996,1996-97 Season,Regular Season,29600483,1610612764,WAS,Washington,0.55,0.35,0.225,0.289,0.47700000000000004,0.24100000000000002,0.174,0.259
21996,1996-97 Season,Regular Season,29600483,1610612746,LAC,Los Angeles,0.47700000000000004,0.24100000000000002,0.174,0.204,0.55,0.35,0.225,0.42200000000000004
21996,1996-97 Season,Regular Season,29600470,1610612764,WAS,Washington,0.511,0.322,0.187,0.34,0.557,0.23,0.175,0.22699999999999998
21996,1996-97 Season,Regular Season,29600470,1610612756,PHX,Phoenix,0.557,0.23,0.175,0.136,0.511,0.322,0.187,0.40399999999999997
21996,1996-97 Season,Regular Season,29600442,1610612764,WAS,Washington,0.568,0.235,0.152,0.275,0.467,0.303,0.185,0.273
21996,1996-97 Season,Regular Season,29600442,1610612766,CHH,Charlotte,0.467,0.303,0.185,0.25,0.568,0.235,0.152,0.325
21996,1996-97 Season,Regular Season,29600415,1610612764,WAS,Washington,0.419,0.29100000000000004,0.161,0.35200000000000004,0.506,0.29100000000000004,0.134,0.256
21996,1996-97 Season,Regular Season,29600415,1610612766,CHH,Charlotte,0.506,0.29100000000000004,0.134,0.11599999999999999,0.419,0.29100000000000004,0.161,0.389
21996,1996-97 Season,Regular Season,29600401,1610612764,WAS,Washington,0.462,0.209,0.13,0.358,0.48,0.267,0.196,0.27699999999999997
21996,1996-97 Season,Regular Season,29600401,1610612737,ATL,Atlanta,0.48,0.267,0.196,0.213,0.462,0.209,0.13,0.396
21996,1996-97 Season,Regular Season,29600395,1610612764,WAS,Washington,0.494,0.349,0.125,0.235,0.479,0.282,0.218,0.182
21996,1996-97 Season,Regular Season,29600395,1610612761,TOR,Toronto,0.479,0.282,0.218,0.182,0.494,0.349,0.125,0.275
21996,1996-97 Season,Regular Season,29600380,1610612764,WAS,Washington,0.555,0.23199999999999998,0.18899999999999997,0.325,0.44,0.27699999999999997,0.15,0.302
21996,1996-97 Season,Regular Season,29600380,1610612757,POR,Portland,0.44,0.27699999999999997,0.15,0.264,0.555,0.23199999999999998,0.18899999999999997,0.425
21996,1996-97 Season,Regular Season,29600371,1610612764,WAS,Washington,0.461,0.28600000000000003,0.127,0.23399999999999999,0.475,0.29100000000000004,0.17,0.41700000000000004
21996,1996-97 Season,Regular Season,29600371,1610612763,VAN,Vancouver,0.475,0.29100000000000004,0.17,0.33299999999999996,0.461,0.28600000000000003,0.127,0.255
21996,1996-97 Season,Regular Season,29600346,1610612764,WAS,Washington,0.581,0.297,0.228,0.17600000000000002,0.46399999999999997,0.25,0.207,0.28800000000000003
21996,1996-97 Season,Regular Season,29600346,1610612746,LAC,Los Angeles,0.46399999999999997,0.25,0.207,0.25,0.581,0.297,0.228,0.20600000000000002
21996,1996-97 Season,Regular Season,29600339,1610612764,WAS,Washington,0.506,0.247,0.124,0.28600000000000003,0.5539999999999999,0.595,0.147,0.33299999999999996
21996,1996-97 Season,Regular Season,29600339,1610612756,PHX,Phoenix,0.5539999999999999,0.595,0.147,0.308,0.506,0.247,0.124,0.306
21996,1996-97 Season,Regular Season,29600325,1610612764,WAS,Washington,0.519,0.26899999999999996,0.218,0.27899999999999997,0.446,0.262,0.188,0.32
21996,1996-97 Season,Regular Season,29600325,1610612758,SAC,Sacramento,0.446,0.262,0.188,0.32,0.519,0.26899999999999996,0.218,0.326
21996,1996-97 Season,Regular Season,29600320,1610612764,WAS,Washington,0.586,0.382,0.18600000000000003,0.256,0.547,0.419,0.23600000000000002,0.35700000000000004
21996,1996-97 Season,Regular Season,29600320,1610612744,GSW,Golden State,0.547,0.419,0.23600000000000002,0.23800000000000002,0.586,0.382,0.18600000000000003,0.33299999999999996
21996,1996-97 Season,Regular Season,29600301,1610612764,WAS,Washington,0.546,0.218,0.107,0.261,0.56,0.18100000000000002,0.17800000000000002,0.35600000000000004
21996,1996-97 Season,Regular Season,29600301,1610612743,DEN,Denver,0.56,0.18100000000000002,0.17800000000000002,0.244,0.546,0.218,0.107,0.304
21996,1996-97 Season,Regular Season,29600289,1610612764,WAS,Washington,0.603,0.397,0.183,0.263,0.615,0.308,0.251,0.303
21996,1996-97 Season,Regular Season,29600289,1610612739,CLE,Cleveland,0.615,0.308,0.251,0.242,0.603,0.397,0.183,0.42100000000000004
21996,1996-97 Season,Regular Season,29600259,1610612764,WAS,Washington,0.5760000000000001,0.32899999999999996,0.113,0.262,0.5770000000000001,0.39299999999999996,0.18100000000000002,0.513
21996,1996-97 Season,Regular Season,29600259,1610612749,MIL,Milwaukee,0.5770000000000001,0.39299999999999996,0.18100000000000002,0.436,0.5760000000000001,0.32899999999999996,0.113,0.31
21996,1996-97 Season,Regular Season,29600243,1610612764,WAS,Washington,0.467,0.184,0.18899999999999997,0.191,0.41,0.217,0.209,0.436
21996,1996-97 Season,Regular Season,29600243,1610612761,TOR,Toronto,0.41,0.217,0.209,0.345,0.467,0.184,0.18899999999999997,0.255
21996,1996-97 Season,Regular Season,29600211,1610612764,WAS,Washington,0.542,0.155,0.096,0.11599999999999999,0.607,0.187,0.2,0.25
21996,1996-97 Season,Regular Season,29600211,1610612745,HOU,Houston,0.607,0.187,0.2,0.156,0.542,0.155,0.096,0.163
21996,1996-97 Season,Regular Season,29600201,1610612764,WAS,Washington,0.43,0.215,0.24600000000000002,0.26,0.585,0.22,0.19,0.341
